Account	the	and	for	you	this	with	your	that	are	from	our	all	now	new	amp	out	more	can	get	have	what	one	here	her	has	their	world	was	will	about	but	time	his	just	they	see	who	how	best	she	today	day	love	first	like	year	these	when	not	some	only	after	make	season	tonight	team	via	there	back	thank	don	know	into	watch	off	happy	years	its	home	them	most	been	over	recipe	holiday	two	good	live	check	family	great	tickets	week	last	help	streaming	take	right	than	life	black	theaters	learn	game	let	join	find	special	people	stream	next	night	around	big	tour	ever	favorite	through	way	meet	which	full	november	got	christmas	want	look	oreo	every	amazing	very	ready	women	need	had	other	final	disney	old	image	episode	show	bub	also	well	studios	never	traworlds	win	pts	miss	thanksgiving	earth	marvel	dog	experience	down	made	where	ocean	fallontonight	moon	many	little	long	top	animals	why	everyone	thanks	going	always	gbbo	strangeworld	tomorrow	pet	would	before	celebrate	friday	looking	mission	him	city	man	come	read	perfect	panther	work	much	being	may	were	say	nfl	could	usa	free	any	story	visit	follow	space	hubble	movie	wakandaforever	house	star	food	better	cup	even	men	double	book	support	history	cat	december	friends	did	fun	shows	too	light	weekend	national	together	things	part	please	available	video	think	event	playing	news	series	cookies	while	animal	coming	said	baby	still	because	friend	zoo	halloween	making	during	wednesday	spacecraft	pop	cookie	another	dogs	virginia	state	play	travel	nasa	birthday	give	disneyplus	artemis	hope	stars	second	gymnastics	trampoline	share	sale	blackadam	should	excited	proud	water	young	sea	enjoy	days	art	ast	oct	reb	climate	trip	set	place	netflix	gift	million	hours	vsp	catch	three	red	between	latest	again	below	wait	same	month	galaxy	care	getting	change	something	against	sweet	monday	wildlife	incredible	pets	saturday	october	stay	explore	sunday	round	tarts	south	photo	guys	journey	country	list	hear	says	own	four	sure	past	youthsports	petfinder	american	along	those	keep	small	really	music	app	lead	stories	york	link	forever	watching	nba	stop	each	then	medal	tribe	everything	premieres	near	system	away	dinner	doing	lecheminduroi	gotribe	across	moments	view	tune	fans	congrats	twitter	episodes	grumpy	moment	treat	premiere	fox	comes	solar	left	data	without	party	different	tell	until	beautiful	won	does	since	chance	adventure	thing	gold	bake	tumbling	behind	students	future	high	planet	hot	needs	soon	download	nov	album	hotel	bransoncognac	wonderreturns	finals	america	adorable	cubs	wild	lot	makes	welcome	views	call	loves	original	gets	bring	seen	record	president	must	start	recipes	fall	starts	green	cruise	champion	hard	film	use	community	others	move	takes	close	head	title	summer	cast	kids	holidays	glg	both	cheetah	park	lights	few	gas	boo	texas	keepers	song	adopt	sofia	lol	brown	wants	mini	found	including	end	listen	try	match	easy	cbs	known	winter	white	service	click	impact	tweet	ice	launch	might	cream	score	games	cake	mom	images	scientists	school	camp	starting	details	tuesday	football	lil	real	save	looks	called	police	group	ahead	eyes	taking
TEEDinosaurs	42	22	20	34	21	7	3	6	6	4	0	5	6	2	2	20	0	3	7	3	2	8	7	0	2	0	2	3	2	6	3	4	0	1	2	1	4	1	3	0	4	0	2	2	6	4	1	7	0	8	1	1	0	0	4	0	0	3	2	13	0	3	0	1	0	2	3	0	0	0	2	1	2	0	0	1	2	9	1	0	0	7	2	2	0	0	0	3	0	0	0	0	0	0	2	0	0	0	2	0	1	2	0	1	8	1	0	1	0	0	2	1	0	0	0	2	2	0	0	0	4	1	0	0	0	1	1	0	1	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	2	6	0	0	0	2	3	1	0	0	0	0	0	0	1	0	2	0	0	0	2	0	1	2	0	0	1	1	4	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	1	0	1	3	0	3	0	0	4	0	0	0	0	0	1	0	3	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	4	0	2	0	0	1	1	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	2	0	0	1	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
50cent	75	18	11	39	40	4	8	5	10	1	1	13	22	3	6	30	2	5	10	6	5	12	5	0	1	0	17	16	0	1	2	6	2	3	11	14	2	4	2	0	4	1	1	1	4	1	2	2	3	1	4	1	4	0	10	0	0	1	1	1	7	12	1	1	2	5	0	0	0	1	3	1	5	0	1	0	4	1	18	1	1	1	0	6	0	0	4	3	0	0	1	0	0	1	8	0	0	0	1	0	3	6	1	2	17	2	0	1	2	1	0	0	1	4	0	2	1	0	3	0	0	0	0	0	2	2	0	0	0	0	0	8	0	0	0	0	1	0	1	0	6	3	0	0	1	0	5	1	6	0	0	0	2	0	1	2	0	1	0	1	7	0	0	0	1	0	1	1	0	2	1	0	0	2	4	2	1	0	0	3	1	1	0	0	1	0	1	0	2	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	4	0	1	0	0	0	0	0	0	10	0	1	1	1	0	2	0	0	0	1	3	1	0	0	1	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	5	1	0	0	0	0	0	3	2	0	0	0	3	0	2	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	3	41	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	2	6	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	2	2	0	37	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	2	1	0	0	1	0	1	0	0	4	0	1	1	0	0	0	0	2	33	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
leebrice	48	21	13	17	20	20	9	1	8	1	1	58	8	4	2	18	2	7	4	6	3	5	4	0	1	2	2	7	1	1	2	5	1	2	1	14	6	0	3	0	0	7	4	0	9	2	3	2	2	3	1	2	0	0	7	1	0	4	2	7	1	1	0	4	2	3	2	0	3	1	0	5	1	0	2	1	7	0	4	1	6	9	2	4	1	0	0	0	2	2	2	0	0	1	0	0	0	0	3	0	1	4	1	1	0	2	1	3	2	0	1	0	1	1	1	0	0	0	1	3	0	10	0	0	2	0	0	0	3	0	0	4	0	0	2	0	3	0	1	0	1	1	0	0	0	0	1	3	2	0	0	0	0	3	1	0	0	1	0	1	0	4	0	0	2	0	0	0	0	3	1	1	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	3	0	0	1	2	1	3	0	0	0	10	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	1	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	3	0	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	1	0	1	0	0	0	0	2	0	1	0	0	2	0	0	1	0	0	1	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	1	0	0	0
TheOnion	25	12	10	6	1	7	1	9	8	4	3	1	1	2	0	1	2	4	3	4	2	1	2	1	3	4	1	0	6	5	0	1	2	1	2	1	3	6	0	2	0	0	0	1	1	4	0	2	8	0	2	2	2	0	0	0	0	2	0	0	0	0	2	0	1	0	0	2	1	1	0	2	1	0	1	1	1	1	0	1	1	0	2	0	0	0	3	4	0	0	1	0	0	0	1	1	1	0	3	0	1	0	3	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	2	0	0	0	2	0	1	1	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5	0	0	2	2	0	0	0	0	0	1	1	0	0	0	1	0	13	2	1	0	0	1	0	2	0	0	4	1	1	1	0	3	0	1	2	0	0	0	0	3	0	0	1	2	2	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0
lizzo	12	2	1	1	6	0	1	1	1	1	0	3	1	1	3	0	1	0	0	1	1	4	3	0	0	0	0	2	0	1	3	0	0	1	1	2	0	1	0	0	0	1	0	2	1	2	0	0	0	0	1	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Southern_Living	83	24	20	17	15	16	13	11	15	6	15	11	1	5	1	2	13	8	26	2	7	5	12	5	3	1	0	1	3	3	2	3	1	2	1	4	0	2	11	2	0	3	0	1	1	8	11	1	2	7	0	3	4	7	1	0	0	4	1	1	1	4	0	0	1	2	1	1	3	1	0	1	2	22	6	0	0	0	0	2	0	0	0	0	2	0	0	1	3	2	0	0	2	0	1	0	0	1	0	0	1	0	0	3	1	2	6	2	2	1	0	2	0	3	12	1	0	0	6	0	0	0	0	3	0	1	0	0	5	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	5	2	0	0	1	1	3	3	1	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	2	0	1	1	0	0	3	2	0	1	0	0	1	1	1	0	0	0	0	0	1	2	0	3	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	2	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	4	0	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	2	0	1	0	1	0	0	0	0	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	2	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CelebrityCruise	129	81	34	38	20	21	31	17	11	22	24	20	8	6	2	4	12	7	4	7	12	5	5	7	3	4	11	3	10	3	0	8	0	6	2	7	6	2	7	5	8	8	1	6	3	1	0	7	1	5	1	4	2	2	1	1	0	7	4	6	1	2	2	0	8	4	1	0	2	0	2	1	1	0	0	3	0	2	6	0	0	1	1	5	0	0	5	2	0	1	0	0	7	2	0	6	0	1	1	0	3	4	3	0	1	1	3	1	2	2	1	3	3	0	0	2	0	0	7	4	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	11	1	2	2	2	0	0	3	2	1	1	0	1	2	2	0	1	0	0	0	0	2	2	2	0	0	0	0	0	0	2	1	3	0	1	1	2	1	2	1	0	1	0	1	0	1	2	2	0	0	0	0	1	1	0	0	0	0	0	0	3	1	4	0	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	2	0	3	0	2	0	0	1	2	0	0	0	3	2	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	3	1	0	0	0	2	0	0	2	5	0	0	0	7	4	2	0	0	0	0	0	3	6	1	0	0	0	0	0	0	0	0	1	0	6	0	2	0	0	0	0	0	0	2	0	0	0	4	2	0	1	1	2	10	0	2	0	0	1	0	5	0	3	0	0	2	1	0	0	0	0	1	2	4	0	1	1	0	0	1	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	2	2	1	1	0	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	1	1	4	1	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	37	0	0	0	0	0	0	0	3	3	0	0	0	0	1	0	0	1	0	0	0	0	0	6	16	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1
AppleNews	103	69	73	10	13	15	3	13	17	10	2	6	4	4	0	6	14	7	3	5	9	4	9	7	4	10	5	11	3	10	3	4	8	9	10	3	7	12	2	9	2	3	1	6	2	6	2	2	8	3	1	6	3	0	0	1	78	0	3	0	4	3	0	0	1	1	7	7	8	5	4	2	3	0	0	3	1	3	0	2	0	0	1	0	2	0	1	2	7	2	4	0	0	3	0	0	1	1	7	0	1	1	1	3	0	1	0	1	2	0	1	0	0	3	1	0	0	0	1	0	1	0	1	2	2	0	0	0	5	1	5	1	0	0	0	0	0	0	5	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0	1	2	1	7	1	0	0	0	0	0	1	0	5	2	1	1	1	0	1	0	3	0	3	0	0	1	5	0	2	4	3	0	3	0	0	1	1	0	3	0	0	0	0	2	1	0	0	2	3	2	0	1	1	1	0	1	0	2	0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	31	0	0	3	0	0	2	2	5	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	4	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	1	0	0	2	0	0	2	2	0	2	2	0	0	2	2	2	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	2	0	2	0	0	1	0	0	0	1	3	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	1	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	3	2	1	5	1	3	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	1	0	0	1	1	0	1	2	0	1	0	0
USAGym	145	36	23	9	8	15	12	0	10	15	1	6	4	1	41	8	13	2	2	3	6	3	11	2	4	8	17	3	16	4	1	1	3	7	1	9	8	2	2	1	4	12	0	7	0	0	0	0	4	1	0	12	0	2	0	47	0	0	3	2	2	3	1	2	8	3	0	0	6	1	1	0	0	0	0	5	1	4	4	0	0	0	2	4	0	3	6	0	0	0	5	0	1	0	0	0	1	0	0	1	2	0	2	0	0	0	1	4	1	2	2	5	2	0	0	2	0	0	1	0	0	4	28	1	0	0	13	0	0	0	0	0	0	2	1	0	0	35	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	1	0	3	0	0	0	8	0	1	1	0	8	0	0	1	1	0	1	6	0	0	0	1	0	0	2	1	1	2	31	0	0	0	0	4	0	0	0	0	0	0	0	0	3	1	27	28	0	1	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	14	7	12	0	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	4	0	0	0	0	0	1	2	0	0	0	0	0	2	1	1	0	0	1	1	0	0	0	1	0	0	0	3	0	0	0	3	18	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	7	0	3	0	0	0	1	0	0	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	22	0	0	1	1	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	4	0	28	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	2	0	0	0	0	0	4	3	0	0	0	0	0	0	2	0	0	8	2	0	1
TeamUSA	103	41	23	6	12	14	10	6	11	3	6	2	2	4	1	2	4	2	8	5	3	3	4	9	4	7	35	1	2	7	1	9	7	0	4	3	2	3	2	9	3	3	0	11	1	5	0	1	1	0	1	3	3	11	1	21	0	3	5	1	4	2	3	2	11	0	3	2	6	2	2	1	0	0	0	5	2	1	1	0	1	0	0	0	0	0	2	1	2	2	2	0	0	1	4	0	0	0	1	0	2	0	0	1	0	3	4	0	2	1	0	1	0	0	0	1	1	0	3	1	0	1	10	1	1	1	5	0	1	0	1	0	0	0	0	0	2	0	5	6	2	1	0	0	0	1	2	1	0	0	0	0	0	0	1	4	0	0	0	0	2	2	0	0	1	0	0	0	3	3	0	1	0	1	1	0	0	1	0	1	0	2	2	0	1	0	0	16	0	0	1	0	1	0	0	0	0	0	0	0	1	12	0	3	1	0	0	4	0	1	0	1	0	0	0	0	2	1	0	3	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	4	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	1	4	0	0	2	1	1	1	0	0	0	0	1	0	0	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	0	1	0	1	1	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	1	2	1	0	0	11	0	0	1	1	2	0	0	0	0	3	0	0	0	0	0	0	5	2	0	0	0	1	0	0	1	0	0	0	1	0	0	3	0	0	2	0	0	1	0	0	5	1	0	0	1	0	0	1	0	1	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	4	0	1	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	2	0	2
gymnastics	171	76	55	3	10	34	6	10	12	21	3	13	7	3	3	17	9	7	1	5	16	8	4	31	7	6	52	5	14	5	16	4	14	3	9	2	8	1	3	8	4	11	1	11	1	3	1	1	5	3	1	10	2	0	0	22	0	3	8	0	0	1	10	1	3	1	1	0	0	6	0	1	2	0	0	7	3	1	1	0	11	0	2	7	0	0	3	3	2	1	0	0	1	0	1	1	3	0	0	0	0	0	7	1	0	2	1	7	4	1	4	37	0	0	0	1	1	0	1	1	0	1	23	0	0	0	38	0	2	0	0	1	0	2	3	0	0	65	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	12	0	0	0	0	2	0	0	0	2	0	1	2	0	0	1	0	7	0	3	2	6	2	0	0	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	3	0	0	20	34	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	1	13	18	45	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	3	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	9	0	0	0	0	0	0	0	0	0	2	6	1	0	0	0	1	0	0	1	0	0	0	0	8	0	0	1	0	0	0	1	2	1	18	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	4	0	0	0	4	0	3	0	0	0	0	0	0	0	4	6	1	0	0	0	10	0	16	2	0	1	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	21	0	0	0	0	0	1	3	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	3	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0
uclagymnastics	62	34	30	20	9	14	6	4	8	2	33	10	3	0	0	3	1	6	3	4	4	6	3	9	1	0	17	3	6	2	2	2	0	2	1	4	5	0	6	3	8	8	5	12	0	4	0	0	2	0	0	7	2	6	0	18	0	1	1	4	1	2	2	1	0	8	1	1	8	0	0	0	0	0	0	3	1	2	0	4	5	4	1	0	0	0	0	0	1	0	0	0	1	0	0	2	1	2	0	0	0	0	5	1	0	0	0	0	3	4	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	3	0	1	0	1	3	0	0	0	0	0	1	0	1	2	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	4	2	3	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1	0	3	4	0	1	0	2	1	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	7	0	0	0	0	0	6	2	0	0	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	1	1	3	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	7	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	0	0	0	0	0	0	4	0	0	1	0	0	0	0	2	0	0	0	0	0	0
